procedure_id,service_siret,service_adresse,nb_groupe_instructeur,nb_instructeur,nb_expert
63586,,"20 avenue de Ségur, 75007 Paris",1,29,0
70020,12007401800199,"DGER, 78 rue de Varennes, Paris.",19,45,1
70998,17600001600046,3 place Gérard de Nerval 60300 SENLIS,1,11,3
71673,17750151700011,"12-14 quai de Gesvres, 75004 Paris 

En cas de difficultés pour effectuer cette démarche en ligne, vous pouvez vous rendre au 12-14 quai de Gesvres, 75004 Paris du lundi au vendredi de 8h30 à 17h00 ou prendre rendez-vous grâce au lien suivant : https://www.smartagenda.fr/pro/prefecture-de-police-dtpp-stru/rendez-vous/",1,10,0
77662,17350430900019,"96, rue d'Antrain - CS 10503 - 35705 RENNES Cedex 7",11,14,0
78102,11004601800013,"182 Rue Saint-Honoré, 75001 Paris",19,191,28
78457,17920431800010,"167-177, avenue Joliot-Curie	
92013 NANTERRE cedex",1,4,0
78505,19754686400012,1 place Joffre – 75 700 Paris SP 07,1,5,2
80067,17670001100016,"5 Place de la République
67073 STRASBOURG CEDEX",1,7,23
80767,00000000000000,Préfecture de Foix,1,6,0
80820,19202090700015,"Quai des Martyrs de la Libération
20200 Bastia",1,4,0
80892,17570001200016," 9, place de la préfecture - BP 71014 - 57034 METZ CEDEX 1",1,49,53
81165,28570161100029," 3 Rue de Bort les Orgues, 57070 Saint-Julien-lès-Metz ",1,5,1
81927,13000786700018,"Agence régionale de santé Nouvelle-Aquitaine
103 bis rue Belleville
CS 91704
33063 BORDEAUX Cedex",1,2,0
82311,11002001300097,98-102 RUE DE RICHELIEU - 75002 PARIS,1,7,9
83475,19754686400012,1 place Joffre – 75 700 Paris SP 07,1,21,6
83728,13002732900015,1 place St Etienne 31000 Toulouse,3,4,0
83977,13000906100016,17 place de la République 28000 chartres,1,3,0
84025,17250001900010,"8, rue Charles Nodier - 25 000 Besançon",1,10,0
84420,19740068200021,1848 route des Pessettes 39220 PREMANON,1,3,0
86290,79484650100011,"TSA 61021 69833 SAINT PRIEST CEDEX 
",1,103,37
86806,,293 Avenue du Président Hoover 59000 LILLE,1,50,0
87585,17490431800014,"15 bis rue Dupetit Thouars, CS 94710 - 49047 Angers Cedex 01",1,29,13
88802,17910431000018,"Boulevard de France
91012 Evry Cedex",1,17,4
89706,13001115800016,"1, avenue Maréchal Foch
CS 20018
27020 EVREUX CEDEX",1,2,0
92823,13002887100015,"Cité administrative, 20 quai Hippolyte Rossignol
77000 MELUN",1,3,0
94138,17440430100015,"MAN - RECTORAT DE NANTES - DAPSI 3D -SERVICE CIVIQUE
9 Rue René Viviani, 44200 Nantes ",5,14,0
94919,17340430200015,"31 Rue de l'Université
34000 Montpellier",1,4,0
96266,17130431400015,-,1,17,0
96668,19782565600014,"29, rue du Maréchal Joffre 78000 VERSAILLES",1,3,0
96720,19782549000018,"5 Avenue du Général Leclerc
78120 Rambouillet",1,7,0
97152,17590001800011,"12 rue Jean Sans Peur, 59039, Lille CEDEX",1,19,0
97166,,"4 avenue Corneille 
78170 La Celle Saint Cloud",1,4,0
99389,13002768300015,"SGCD / BUREAU DE L'ACTION SOCIALE ET DE LA MEDECINE DE PREVENTION
BOULEVARD DE FRANCE - TSA 61102
91010 EVRY-COURCOURONNES CEDEX",1,6,0
1491,12006501600079,La Défense 92055,27,64,85
2361,,,1,1,0
2473,,,1,5,1
9597,,41 rue du Touffenet 86000 POITIERS,1,4,0
10290,13000859200011,22 à 26 Avenue Dutac 88026 EPINAL CEDEX,1,2,0
10541,77534787500020,"Pôle appui et accompagnement
Dématérialisation CMG
TSA 47444
37929 Tours cedex 9",1,4,0
10879,21310113200016,"29, avenue de Toulouse
31320 Castanet-Tolosan",1,6,2
11371,13001213100012,"8, rue Froissart 75003 Paris",1,7,3
12940,77510395500016,"10 rue Charles Victor Garola
28035 CHARTRES Cerdex",1,6,0
13622,,"30-32 Boulevard de BURY
16911 ANGOULEME CEDEX9",1,6,0
13898,,"Caf du Finistère
1 rue Portzmoguer
29602 Brest Cedex 2",1,14,0
14420,53403725400016,"67 Bd Vivier MERLE
69409 LYON Cedex 03",1,2,0
15025,78601955400116,"22 rue de Malville 
44937 NANTES Cedex 9",1,4,0
15318,78145959900028,"51, route de Cherveux
79000 NIORT",1,5,0
16170,77555564200047,"18 avenue des berges de l'Aude
11872 CARCASSONNE CEDEX 9",1,2,0
16465,,"2 rue Emile Romanet
74000 Annecy",1,2,0
17404,,"2 rue de la préfecture
09000 FOIX",1,6,0
18526,13000935000013,"Cité administrative Bât B
BP 47405 
Rue de la Cité administrative
31074 TOULOUSE Cedex ",1,5,0
20158,13000807100123,"241 rue Garibaldi 69003 Lyon
Entrée rue du pensionnat
",1,7,0
20194,17740001700014,rue du 30ème régiment d'Infanterie - BP 2332 - 74034 Annecy cédex,1,5,0
20907,13002658600011,"Direction Générale des Territoires et de la Mer de la  Guyane, CS 76003 – 97306 Cayenne CEDEX",1,5,0
21828,,"21-29 avenue Général de Gaulle
94038 Créteil Cedex",1,51,2
26216,19740068200013,"35 route du Bouchet - BP 24
74401 CHAMONIX Cedex",1,4,0
28227,11002001300097,"139, rue de Bercy 
75572 Paris ",1,6,13
30268,,Boulevard de France 91000 EVRY-COURCOURONNES,1,39,4
32227,13000793300018,"Le Diapason - 2, Place des Savoirs 
 CS 73535 - 21035 Dijon cedex",1,3,2
33842,,"Rocade Rond-Point de St-Avit
BP 42
40 001 - MONT-DE-MARSAN cedex",1,1,0
35687,17350001800101,81 bd d'Armorique- 35026 RENNES CEDEX 09,1,9,0
37044,78091586400026,"CS 51212 
50012 SAINT-LO CEDEX",1,6,0
37511,13002720400010,"18 rue de Bonnel, 69003 LYON",1,5,2
38403,78091586400026,"CS 51212
50012 SAINT-LO CEDEX",1,6,0
43755,13001100000010,131 Rue du Faubourg BANNIER - 45042 Orléans cedex1,1,4,1
43934,78091586400026,"CS 51212 
50012 SAINT-LO CEDEX",1,6,0
44223,,"Avenue du Général de Gaulle, 91120 Palaiseau",1,35,0
44978,,"1277 Route des Crêtes
Domaine des Communes
69480 ANSE",1,3,14
45517,17330001300013,"2, esplanade Charles de Gaulle
33000 BORDEAUX",1,53,3
45884,13002931700018,"1 BOULEVARD MARIUS VIVIER MERLE
69443 LYON CEDEX 03",12,63,25
47982,17440430100015,"Rectorat de NantesPlan
4, rue de la Houssinière
BP 72616 - 44326 Nantes CEDEX 03",1,4,2
48224,17540430000402,"2 Rue Philippe de Gueldres, 54000 Nancy",1,3,0
48995,17330001300013,"2, esplanade Charles de Gaulle
33000 BORDEAUX",1,54,2
49636,13000815400010,"Cité administrative, 02, Rue Saint-Sever, BP76001, 76032 ROUEN Cedex",1,6,0
50406,13002840000013,Cité Administrative Reffye – BP 41 740 – 65017 TARBES Cedex 9,1,7,0
50730,11006801200050,Ministère de la Transition Energétique - DGEC 92055 La Défense cedex,1,22,49
51574,13001084600025,"Direction Départementale des Territoires et de la Mer de la Somme
35 rue de la Vallée
80000 AMIENS",1,4,0
52682,17780430900199,"Rectorat de Versailles
3, boulevard de Lesseps
78017 Versailles Cedex",1,13,231
52946,18730003300011,"Bureau du secteur
73500 Modane

Bureau du secteur
73450 Val-Cenis
",1,7,0
53471,13002916800015,"21 rue Madeleine Vionnet
93300 AUBERVILLIERS",1,14,21
54392,17420001400010,2 rue Charles de Gaulle CS 12241 - 42022 St Etienne Cedex 2,8,13,0
54518,17950001200010,"5 avenue Bernard HIRSCH
CS 20105
95010 CERGY-PONTOISE",1,4,0
54837,11006801200050,Ministère de la Transition Energétique - DGEC 92055 La Défense cedex,1,22,77
55625,21300189400012,"22 B Rue Pradier
30 000 NIMES",1,9,2
59096,17450001700010,"Préfecture du Loiret
181 rue de Bourgogne
45042 ORLEANS Cedex 2",3,18,11
61012,13000781800011,"DDT DES HAUTES-ALPES
3 place du Champsaur
05000 GAP",1,5,0
62447,17440430100015,"DSDEN de Vendée
Cité administrative Travot
BP 777
Rue du 93e régiment d'infanterie
85020 LA ROCHE SUR YON",5,12,0
63471,17830001800045,PL DU PALAIS DE JUSTICE 83170 BRIGNOLES,1,4,1
64220,13000904600017,"95 boulevard Carnot, 59000 Lille",1,7,0
64788,13000807100123,"241 rue Garibaldi
CS 93383
69418 Lyon cedex 03",16,12,0
65369,13000807100123,241 rue Garibaldi 69003 Lyon,12,37,0
65869,17800001400013,"51 rue de la République
CS 42001
80020 AMIENS CEDEX 9",1,10,2
66091,17210001800016,"53, rue de la Préfecture, 21041 DIJON CEDEX",1,7,0
66804,13002830100013,"13 rue Biot, BP 30971, 60009 BEAUVAIS CEDEX",1,1,0
67630,13000717200039,"697, avenue Etienne Mehul - CA Croix d'argent - CS90077 - 34078 Montpellier cedex 3",13,9,0
68665,,Boulevard de France 91000 EVRY-COURCOURONNES,1,24,0
70944,19880153200013,"13 rue de l'Epinette, BP 20160 - 88 200 REMIREMONT",1,7,0
71752,13002526500013,20 avenue de Ségur,1,1,0
72838,13001047300010,2 boulevard du Finistère - QUIMPER,1,7,0
73312,21440109300015,"Direction des Finances Nantes Métropole, 2 cours du champ de Mars, 44923 Nantes CEDEX 9",1,5,0
73366,11004601800013,182 rue Saint Honoré - 75001 Paris,18,121,19
73532,20006734600011,"Adresse postale : 2 rue du Docteur Ange GUEPIN 44210 PORNIC
Accueil physique : 2 rue du Traité d’Amsterdam 44210 PORNIC",1,17,1
78769,35600082800018,"CDAOA / CNOA 25.542  
Base aérienne 942 – Lyon Mont Verdun  
BP 19 – 69579 Limonest Cedex",1,2,101
80996,35600082800018,"Arche Sud - 5ème étage, 92 055 LA DEFENSE Cédex.
MTECT/DIHAL/PPEL",1,3,0
83315,13001654600017,"14 Avenue Duquesne, 75007",1,28,0
83376,13001027500019,"61, avenue de Grammont
BP 71655
37016 TOURS GRAND TOURS CEDEX 1 ",1,7,0
83889,17850431200012,"Cité Administrative TRAVOT, BP777, 85020 LA ROCHE SUR YON CEDEX",5,11,0
84095,13002581000016,"168 rue Caponière
14000 CAEN",1,14,0
84582,13000797400079,"556 avenue Willy Brandt
59777 Euralille",1,9,0
86217,13002581000016,"168 rue Caponière  14000 Caen
",1,7,0
86788,13002734500011,"2 esplanade Charles de Gaulle, 33000 BORDEAUX",1,5,0
87242,13002863200011,"1 boulevard de Berlin CS32421
44024 NANTES CEDEX",1,8,7
89401,17330431200411,"DSDEN de la Gironde
DIVEL1 - Pôle Instruction en famille (IEF)
30, cours de Luze
33060 Bordeaux",1,11,41
89810,13000801400149,"Immeuble Le Curve – 13 rue du Landy
93200 Saint-Denis",1,35,0
90735,17760001200096,"7 Place de la Madeleine - CS16036
76000 ROUEN Cedex",1,5,1
92644,17850431200012,"Cité Administrative TRAVOT, BP777, 85020 LA ROCHE SUR YON CEDEX",5,18,0
93694,13001340200016,"1, chemin de l'IRAT
97410 ST PIERRE",1,1,0
94447,19921555900014,"46, rue du Fort 92140 CLAMART",1,1,0
97526,13000334600017,"Préfecture de Mayotte
Avenue de la Préfecture
97600 MAMOUDZOU",1,6,102
97719,13002597600015,"INSPE de l'Académie de Versailles
Secrétariat MEEF 1er degré
5 rue Pasteur
78100 Saint-Germain-en-Laye",1,33,0
98273,17850431200012,"Cité Administrative TRAVOT, BP777, 85020 LA ROCHE SUR YON CEDEX",5,18,0
98866,17910001100016,"Boulevard de France, TSA 51101, 91010 Évry-Courcouronnes cedex",1,11,0
99495,20005550700012,"Zone d'Activités du Manhity
Immeuble Exodom
97 232  LE LAMENTIN",1,6,0
7144,13002932500573,"Ponant 2
27-29, rue Leblanc - 75015 Paris ",1,40,22
10327,53417517900074,"82 Rue Brule Maison
59000 Lille",1,8,0
10554,,50 rue du Docteur Finlay - 75015 PARIS ,1,1,3
10784,21310113200016,"29 avenue de Toulouse
31320 Castanet-Tolosan",1,8,67
13376,77746133600060,"Avenue des Plaines Villes
22440 PLOUFRAGAN",1,2,0
13637,77551370800021,"2 Place Saint Charles
45100 ORLEANS",1,3,0
13971,,"CAF des Yvelines
78090 YVELINES CEDEX 9",1,17,0
14400,77854283700027,"9 - 11 - Bd des Alliés
70000 Vesoul",1,2,0
16091,83135826200010,"10 avenue du Maréchal FOCH - CS 70602
64106 BAYONNE CEDEX.",1,15,0
16244,77718769100020,"16 Rue du Docteur Campmas
81000 ALBI",1,2,0
16682,53473877800016,3 Rue Léon Blum 25209 Montbéliard,1,5,0
17231,,"Bâtiment OZONE, 181 place Ernest Granier CS 60556 34064 MONTPELLIER CEDEX 2",1,4,0
18238,13001078800011,Cité administrative - place Bonet - CS 20537 - 61007 Alençon cedex,1,217,156
21120,19920802600021,21 rue du Docteur Gabriel Ledermann 92310 SEVRES,1,4,2
22244,,12 rue des Saints Pères 77000 MELUN,1,4,1
28290,13000638000013,"36, boulevard des Dames - 13002 Marseille",1,7,0
30979,,49 rue Thiers 84000 Avignon,1,4,0
32934,78091586400026,"CS 51212
50012 SAINT-LO CEDEX",1,6,0
35350,17350001800101,81 bd d'Armorique- 35026 RENNES CEDEX 09,1,10,0
41007,19440034700010,"41, boulevard Michelet, BP 22201, 44322 NANTES CEDEX 3",1,3,0
42646,13001954000025,"SG\DRH\D\RM1
Volontariat membre de jury de concours nationaux
La Grande Arche - Paroi sud - 92055 LA DÉFENSE CEDEX",1,6,0
43214,17850001300010,29 rue Delille - 85922 LA ROCHE SUR YON cédex 9,1,3,0
44155,,"51, boulevard de La Tour-Maubourg
75007 Paris",1,6,0
46006,13000831100016,"10 Boulevard Gaston Serpette - BP 53606
44036 Nantes Cedex 01",1,8,3
49151,,Rond point Maréchal Leclerc de Hautecloque 20401 Bastia,1,5,1
50248,24440040400129,2 Cours du Champ de Mars 44923 Nantes Cedex 9,1,8,4
50284,13000917800026,245 rue Garibaldi - 69422 LYON CEDEX 03,1,8,4
50544,32339136700030,ASSURANCE MALADIE DU VAL D'OISE 95017 CERGY PONTOISE CEDEX,1,9,0
51509,17310001700032,"1, rue du Général Leclerc - 31800 SAINT-GAUDENS",11,16,2
57749,13002526500013,"20 avenue de Ségur, 75007 Paris",1,7,0
61807,13001391500017,"DEAL DOTHEMARE
97 139 Les Abymes
Guadeloupe",1,4,0
65648,19850025800019,"17 Bd Arago
85000 LA ROCHE SUR YON",1,4,0
67141,13000601800027,--,99,122,5
67167,51758342300010,125 rue Saint Sulpice CS 20821 59508 Douai Cedex,1,3,0
67642,18004603900186,291 boulevard Raspail 75014 Paris,1,2,0
69280,12006805100032,TOUR SEQUIOA 1 PL CARPEAUX 92055 PARIS LA DEFENSE CEDEX,108,1849,219
73852,13002035700013,"17 rue du rempart Saint Etienne, 31000 Toulouse",7,16,5
73959,32384135300911,"Assurance Maladie de Paris
75948 Paris cedex 19",1,3,0
83727,17350430900019,"RECTORAT DE RENNES
96 rue d'ANTRAIN
35700 RENNES",4,11,0
87846,17540430000402,"2 Rue Philippe de Gueldres, 54000 Nancy",1,9,6
88086,17950001200010,"5 avenue Bernard HIRSCH
95000 Cergy",1,1,0
88419,35600082800018,"46 rue Proudhon, 93210 Saint-Denis",1,6,0
89439,17800001400013,"51 rue de la République
CS 42001
80020 AMIENS CEDEX 9",1,8,1
90883,17440431900769,"8 rue du général Margueritte B.P. 72616
44326 Nantes cedex 3",1,30,7
94024,17950001200010,"5 avenue Bernard HIRSCH
95000 Cergy",1,1,0
96533,19750704900017,145 boulevard Malesherbes 75017 PARIS,1,3,0
101260,19540015500014,"Lycée des métiers entre Meurthe et Sânon - Groupement mutualisateur de paye
2 rue Levassor
54110 DOMBASLE SUR MEURTHE",185,5,2
102033,19030051700017,"Boulevard du 8 mai 1945
03 300 CUSSET",1,3,0
7286,17490001900012,"7 bis rue Hanneloup
49000 ANGERS",1,6,4
10189,77556134300010,8 avenue du six-juin 14000 Caen,1,5,0
11922,77886849700034,"22, route de l'Hôpital 67092 Strasbourg Cedex",1,6,0
12003,53421405100011,"Rue de Beauffort
62000 ARRAS",1,62,0
13293,,"30 RUE ROSA BONHEUR 
77000 MELUN",1,9,0
14576,77821334800015,"8 bd Georges Clémenceau
21000 DIJON",1,9,0
15549,78633887100027,"178 Avenue Bollée
72000 Le Mans ",1,2,0
17472,,"7 place de la Madeleine
CS 16036
76036 ROUEN CEDEX",1,2,4
23243,13000800600061,"17 boulevard Gaston Doumergue
CS 56 233
44262 Nantes cedex 2",1,5,0
24028,13000609100016,"1 rue de la Cité Administrative
Direction Transports / Transports Routiers
CS 80002
31074 Toulouse cedex 9",1,1,2
29950,,"2, esplanade Charles de Gaulle
33000 BORDEAUX",1,30,3
31658,,"Avenue du Général de Gaulle, 91120 Palaiseau",1,30,0
41552,11004601800013,"Cité administrative
15 bis rue Du Petit Thouars - 49047 ANGERS Cedex 01",1,16,261
41580,12002301500031,"BP:9006, 98716 Pirae, Tahiti, Polynésie française ",1,155,0
42366,17540001900014,"6, rue Sainte-Catherine
54000 Nancy",1,40,13
43828,13000800600061,185 Bd du Maréchal Leclerc - CS 10001 - 85023 LA ROCHE SUR YON,1,4,1
45635,17750151700011,"En cas de difficultés pour effectuer cette démarche en ligne, vous pouvez vous rendre au 12-14 quai de Gesvres, 75004 Paris du lundi au vendredi de 8h30 à 17h00 ou prendre rendez-vous grâce au lien suivant : https://www.smartagenda.fr/pro/prefecture-de-police-dtpp-stru/rendez-vous/
",1,22,13
52855,,"935 Avenue du Docteur Jean Bru
47916 AGEN Cedex 9",1,3,38
53113,,"167-177  avenue Frédéric et Irène Joliot Curie, 92000 Nanterre",1,44,2
54193,66204311603798,"22, avenue du Capitaine Baudoin 52200 LANGRES",10,24,180
54822,11006801200050,Coordonnées directes des services instructeurs sur le site : http://www.fluvial.developpement-durable.gouv.fr/liste-et-coordonnees-des-services-instructeurs-a29.html,7,54,0
58626,,"Service Agriculture
4, place Laënnec 
BP 1013
26015 VALENCE",1,2,0
62251,90772288800019,9 rue Pitard 75015 Paris,1,6,0
66511,,"CRMA Nouvelle-Aquitaine 
46 rue du Général Larminat 
33000 Bordeaux

CCI Nouvelle-Aquitaine
2, place de la Bourse
CS 91942
33 050 BORDEAUX",1,78,2
69687,18002002600019,"56 Rue de Lille, 75007 Paris",1,18,1
70142,13001067100035,1 rue du PARC 22000 SAINT-BRIEUC,1,11,3
74114,17130431400015,-,1,15,0
84376,13000856800060,"Bâtiment Ozone
181 place Ernest Granier - CS 60 556
34 064 Montpellier cedex 02",1,8,1
84581,18004603900186,291 bld Raspail 75016,1,5,0
91666,17740431600016,"Cité administrative, 7 rue Dupanloup 74040 Annecy Cedex",1,35,0
93740,17440430100015,"4 CHEMIN DE LA HOUSSINIERE
44326 NANTES CEDEX 3",1,8,0
93867,13000548120141,"TSA 10116
92891 Nanterre Cedex 09",1,79,1
95546,19920142700010,"21 Boulevard d'Inkermann
92200 Neuilly sur Seine",1,2,0
3139,13002932500573,"Ponant 2
27-29, rue Leblanc - 75015 Paris ",1,39,16
4285,,"Rue de Beauffort
62000 ARRAS",1,13,0
8588,,"Rue de Beauffort
62000 ARRAS",1,14,0
9469,,3 Rue des Alliés 38000 GRENOBLE ,1,3,0
9592,77842283200023,"62, route de Lyon
39207 SAINT-CLAUDE Cedex",1,3,0
10142,,"CCI - 1, avenue de Verdun
71100 Chalon-sur-Saône ",1,4,3
10275,13000856800060,"Bâtiment Ozone
181 place Ernest Granier - CS 60 556
34 064 Montpellier cedex 02",1,5,0
10487,78042897500020,"202 rue des capucins
CS 40001
51087 REIMS cédex",1,3,0
10504,00000000000000,"2 boulevard du Finistère
29000 QUIMPER",1,3,3
10583,53421608000042,"CS 12722
 42027 ST ETIENNE CEDEX 1 ",1,3,0
10758,17890001500011,"Place de la préfecture
CS 80119
89 016 Auxerre",1,8,2
10978,53409249900068,"65 avenue Jean Rondeaux
76100 ROUEN",1,5,0
11163,,"14, avenue duquesne
75007- PARIS",1,5,0
12113,,"10 rue Marcel Barbu
26023 VALENCE CEDEX 9",1,6,0
12185,,"207 Rue Fontainebleau
40 023 MONT DE MARSAN CEDEX",1,3,0
12249,,"PLACE D'ARMES B.P 421
97291 LAMENTIN CEDEX 2",1,3,0
12790,,"Cité Administrative
Rue Pelissier
63032 CLERMONT-FERRAND Cedex 9",1,2,0
13209,77807318900020,"25 rue Firmin Delage
87036 LIMOGES CEDEX",1,3,0
13370,,"TSA 47123
17073 La Rochelle Cedex 9",1,2,0
13371,,"TSA 47123
17073 La Rochelle Cedex 9",1,2,0
13377,77746133600060,"Avenue des Plaines Villes
22440 PLOUFRAGAN",1,2,0
13400,13002932500573,"Ponant 2
21-29 rue Leblanc - 75015 Paris ",1,36,0
13474,,"TSA 60868
54011 NANCY CEDEX",1,27,0
13490,77807318900020,"25 rue Firmin Delage
87036 LIMOGES CEDEX",1,3,0
13860,,"Rue de Beauffort
62000 ARRAS",1,3,0
13895,77536959800021,6 rue Louis Armand 41015 Blois ,1,4,0
13897,,"Caf du Finistère
1 rue Portzmoguer
29602 Brest Cedex 2",1,14,0
14407,77571412400119,218 BOULEVARD PIERRE BOULLE 84049 AVIGNON,1,2,0
14462,21310113200016,"29 avenue de Toulouse
31320 Castanet-Tolosan",1,5,14
14502,38101653400061,"TSA 21131
91013 Evry Cedex
",1,7,0
14644,31456082200194,"Parc d'Activités La providence
ZAC de Dothémare
97139 LES ABYMES",1,7,0
14954,78086029200017,"63 Bd Amiral Gauchet, 50 300 Avranches",1,2,0
14969,53422428200010,"56 Boulevard du Maréchal Leclerc
07200 AUBENAS",1,3,0
15466,77591508500150,"321 Rue Maurice Schumann
30922 NIMES Cedex 9 ",1,5,0
16090,83135826200010,"10 avenue du Maréchal FOCH - CS 70602
64106 BAYONNE CEDEX.",1,18,0
16096,,"47, Avenue de la Marne
06175 Nice cedex 2",1,10,0
16157,38100253400125,"Caf du Val d’Oise
TSA 56921
95018 CERGY-PONTOISE CEDEX",1,2,0
16245,77718769100020,"16 Rue du Docteur Campmas
81000 ALBI",1,2,0
16469,,"329 AV DU DANEMARK
82000 MONTAUBAN",1,2,0
16474,,"412 rue Fleur de Jade
97438 SAINTE-MARIE",1,6,0
16594,22920050600611,Hôtel du Département Arena - 57 rue des longues raies - 92 000 Nanterre,1,24,0
17152,,"Arche parois sud
92055 La Défense CEDEX",1,586,2
17542,13000938400020,25 rue Pierre Gilles de Gennes 85300 Challans,1,2,11
17667,,"16 bis, avenue Prieur de la Côte d’Or

CS 40300

94114 ARCUEIL CEDEX
",1,1,0
17959,13000672900029,"5 place Jules Ferry
69453 LYON CEDEX 6",1,1,1
18110,,Avenue de la Préfecture_BP 676 ZI Kawéni_97600 MAMOUDZOU.,1,130,157
18632,13000801400149,"13 rue du Landy
93200 SAINT-DENIS",1,3,1
19143,13000793300018,"Le Diapason - 2, Place des Savoirs 
 CS 73535 - 21035 Dijon cedex",1,5,0
19448,17780430900199,"Rectorat de Versailles
3, boulevard de Lesseps
78017 Versailles Cedex",1,13,141
19566,17700001500012,"BP 249
70013 VESOUL Cedex ",1,13,93
19715,13000807100123,"241 rue Garibaldi 69003 Lyon
Entrée rue du pensionnat
",1,5,0
19828,17080001500019,"1 place de la préfecture
08000 Charleville-Mézières",1,6,1
20442,13001036600016,"100 avenue Winston Churchill
CS 10 007
62 022 ARRAS Cedex",1,13,1
20506,24840033500019,"375 AVENUE GABRIEL PERI
84110 VAISON-LA-ROMAINE",1,3,0
20795,17100001100014,"2, rue Pierre Labonde - 10000 TROYES ",1,6,0
21504,,"CERT EPE
TSA 53526
44035 NANTES CEDEX 01",1,8,0
21755,17780431700713,19 avenue du centre 78280 Guyancourt,1,1,0
21832,,"21-29 avenue Général de Gaulle
94038 Créteil Cedex",1,52,8
21950,21330063500017,"Palais Rohan
33000 Bordeaux",1,22,0
22227,12008701000068,Tour Séquoïa - Place Carpeaux - 92055 - Paris-La Défense,1,158,1
22426,17060001900013,147 Bld du Mercantour - 06286 NICE CEDEX,1,6,62
22529,77886849700034,"22, route de l'Hôpital 67092 Strasbourg Cedex",1,7,0
23595,13000800600061,"17 boulevard Gaston Doumergue
CS 56 233
44262 Nantes cedex 2",1,5,0
23680,13000961600017,"39 avenue de Paris
79000 NIORT",1,5,0
23833,13000800600061,"17 boulevard Gaston Doumergue
CS 56 233
44262 Nantes cedex 2",1,5,0
23873,77790770000077,70 Rue de Sainte Anne - BP322 - 56018 VANNES CEDEX,1,5,0
23877,77790770000077,70 Rue de Sainte Anne - BP322 - 56018 VANNES CEDEX,1,5,0
24661,13000793300018,"Le Diapason - 2, Place des Savoirs 
 CS 73535 - 21035 Dijon cedex",1,5,0
24992,18004603900186,291 Boulevard Raspail 75675 PARIS Cedex 14,1,5,0
25106,13002920000016,"112 rue de la République – Accueil – CS 21076 – 97400 SAINT DENIS
",1,5,6
25900,13001100000010,https://www.ecologie.gouv.fr/sites/default/files/carteprofessionnelletaxivtcvmdtrlistedesprefectures.pdf,99,392,26
26308,13000638000013,"36, boulevard des Dames - 13002 Marseille",1,12,39
27632,,67000 Strasbourg,1,202,1
28378,,67000 Strasbourg,1,26,0
28897,,BP 79000 - 79099 NIORT CEDEX 09,1,7,0
29066,,"Boulevard Edouard Herriot
34500 BEZIERS",1,4,0
29081,17530001100053,"46, rue Mazagran 53 000 Laval",1,6,1
29102,,"2, esplanade Charles de Gaulle
33000 BORDEAUX",1,30,1
29219,17750151700011,12/14 quai de gesvres 75004 Paris,1,9,22
29535,17930001700011,"11, esplanade Jean Moulin - Bâtiment René Cassin
93000 Bobigny",1,16,0
29947,,"2, esplanade Charles de Gaulle
33000 BORDEAUX",1,31,2
31425,,"Direction Départementale des Territoires de la Meuse
SCDT / ER
14 rue Antoine Durenne
CS 10501
55012 Bar le Duc Cedex",1,5,0
31540,17140001300040,"Rue Daniel Huet 
14038 CAEN Cedex 09
",1,36,8
31541,17140001300040,"Rue Daniel Huet 
14038 CAEN Cedex 09
",1,37,7
31543,17910001100016,"boulevard de France
TSA51101
91010 EVRY-COURCOURONNES Cedex",1,8,2
31818,,"11 rue de Groussay
BP 50098
78513 RAMBOUILLET Cedex",1,2,0
31861,17060001900013,"147, boulevard du Mercantour, 06286 Nice Cedex 3",1,3,0
32649,00000000000000,1 bis rue de Lutèce 75004 PARIS,1,20,0
33107,,"Préfecture - Place Saint-Etienne 31038 Toulouse
Sous-préfecture de Muret - 10 Allée Niel 31600 Muret
Sous-préfecture de Saint-Gaudens - 2 Avenue Général Leclerc 31800 Saint-Gaudens",1,24,37
33279,,Tour Séquoia - 92055 La Défense cedex,95,222,5
33562,20005550700012,Hôtel de la CTM - Rue Gaston Defferre - Cluny - CS 30137 - 97201 Fort-de-France,1,10,0
33640,17140001300016,Préfecture - rue Daniel Huet - 14038 CAEN CEDEX 9,1,17,61
33814,17910001100016,"boulevard de France
TSA51101
91010 EVRY-COURCOURONNES Cedex",1,8,1
33926,,"4, rue VAN LOO
 91152 ETAMPES",1,11,5
34168,,"12 rue des saints pères
77010 Melun cedex
",1,18,3
35145,18750009500166,12 rue de l'industrie 92400 Courbevoie,7,200,85
35881,,"15 rue Henry Bordeaux
74000 ANNECY",1,3,0
36688,40329310300053,SGS ICS - 29 av Aristide Briand -  94110 ARCUEIL ,18,45,40
37015,,55 Rue des Francs Bourgeois - 75004 PARIS,102,7,1
37062,,"Adresse postale : 1 rue Préfet Claude Erignac
CS 60031 -  54038 NANCY CEDEX
Adresse pour l'accueil du public : 6, rue Sainte-Catherine
54000 Nancy",1,10,0
37237,,"rue Ferdinand buisson
62000 ARRAS",1,19,5
37512,13002928300012,22,1,7,11
37614,,"18 rue de Bonnel, 69003 LYON",1,9,0
37839,28691200100042,"76 Rue Pierre Corneille
69003 Lyon",1,12,3
38389,18002002600019,"72 avenue Pierre Mendès-France, 75013, Paris",1,17,8
39999,,"1 Rue Descartes, 75231 Paris Cedex 05",19,21,0
40959,,Boulevard de France 91000 EVRY-COURCOURONNES,1,51,0
